profile,date,text,link,likes,retweets
realDonaldTrump,"Mar 31, 2025 · 1:33 PM UTC",,https://twitter.com/realDonaldTrump/status/1906701492192420117#m,121213,22361
realDonaldTrump,"Mar 31, 2025 · 1:30 PM UTC","America First Patriot Randy Fine is running to represent the Wonderful People of Florida’s 6th Congressional District! A highly successful, Harvard educated businessman, and greatly respected State Legislator, Randy has been a tremendous Voice for MAGA. In Congress, Randy will be an incredible fighter, who will work tirelessly with me to Strengthen our Economy, Lower Taxes, Secure the Border, Champion our Military/Vets, Ensure American Energy DOMINANCE, Protect our always under siege Second Amendment, and Advance PEACE THROUGH STRENGTH.   Randy Fine has my Complete and Total Endorsement! Election Day is this Tuesday, April 1st. GET OUT AND VOTE FOR RANDY — HE WILL NOT LET YOU DOWN! https://swampthevoteusa.com/fl-06/",https://twitter.com/realDonaldTrump/status/1906700623615078744#m,101762,20482
realDonaldTrump,"Mar 31, 2025 · 1:30 PM UTC","Jimmy Patronis, Chief Financial Officer and Fire Marshall for the Great State of Florida, is running an incredible Campaign for Congress in Florida’s 1st Congressional District! A fourth generation Floridian from the beautiful Panhandle, and owner of an iconic seafood restaurant, Jimmy has been a wonderful friend to me, and to MAGA. As your next Congressman, Jimmy will fight hard alongside of me to Grow our Economy, Cut Taxes, Secure our Border, Stop Migrant Crime, Strengthen our Brave Military/Vets, Restore American Energy DOMINANCE, and Defend our always under siege Second Amendment.   Florida, Election Day is this Tuesday, April 1st. GET OUT AND VOTE FOR JIMMY PATRONIS. Jimmy has my Complete and Total Endorsement — HE WILL NEVER LET YOU DOWN! https://swampthevoteusa.com/fl-01/",https://twitter.com/realDonaldTrump/status/1906700533240680783#m,89749,18555
realDonaldTrump,"Mar 27, 2025 · 12:19 PM UTC","🚨 SIGNAL SCANDAL:  Katherine Maher, the leftist NPR CEO, is currently the Chair of the Board of Signal!  WHAT ARE THE ODDS?",https://twitter.com/OcrazioCornPop/status/1905233167272779893#m,66208,24989
realDonaldTrump,"Mar 28, 2025 · 6:31 PM UTC",,https://twitter.com/realDonaldTrump/status/1905689237749727368#m,297650,50006
realDonaldTrump,"Mar 25, 2025 · 2:40 AM UTC","FIGHT, FIGHT, FIGHT!!!",https://twitter.com/realDonaldTrump/status/1904362652987429338#m,256522,46273
rihanna,"Dec 1, 2025 · 5:10 AM UTC",God ain’t forget bout me!,https://twitter.com/rihanna/status/1995359903502794864#m,1077609,78323
rihanna,"Dec 1, 2025 · 4:22 AM UTC",,https://twitter.com/rihanna/status/1995347737420902620#m,8189,386
rihanna,"Dec 1, 2025 · 4:22 AM UTC",,https://twitter.com/rihanna/status/1995347728302501997#m,9740,603
rihanna,"Dec 1, 2025 · 4:22 AM UTC",,https://twitter.com/rihanna/status/1995347716369739923#m,6484,336
rihanna,"Dec 1, 2025 · 4:22 AM UTC",,https://twitter.com/rihanna/status/1995347693770805705#m,7345,352
rihanna,"Dec 1, 2025 · 4:22 AM UTC","Congratulations to Barbados, MY HOME, on our 59th year of Independence and our 4th year as a Republic!  Today also marks the installation of our 2nd President, His Excellency Lieutenant Colonel The Most Honorable Jeffrey Bostic, who alongside our Honorable Prime Minister Mia Mottley will continue to lead Barbados with excellence!! Barbados I  L🇧🇧VE  YOU!!!! #Bajan2DeBone",https://twitter.com/rihanna/status/1995347680655278546#m,328420,21754
rihanna,"Nov 26, 2025 · 5:12 PM UTC",Rihanna.lnk.to/fentybeauty,https://twitter.com/rihanna/status/1993729467710402775#m,1264,95
rihanna,"Nov 26, 2025 · 5:12 PM UTC",gloss boss all cyber week tho,https://twitter.com/rihanna/status/1993729464749236275#m,241100,18960
rihanna,"Nov 13, 2025 · 5:06 PM UTC",Rihanna.lnk.to/savagex,https://twitter.com/rihanna/status/1989017011507372287#m,861,170
rihanna,"Nov 13, 2025 · 5:06 PM UTC",BTS    also this new plush rush velvet bra…just sayin 😘,https://twitter.com/rihanna/status/1989017008919511183#m,162798,12726
rihanna,"Nov 9, 2025 · 10:50 PM UTC",finishing touches ✨  #JadoreDior,https://twitter.com/rihanna/status/1987653995004067906#m,313529,18708
rihanna,"Oct 15, 2025 · 3:02 PM UTC",rihanna.lnk.to/savagex,https://twitter.com/rihanna/status/1978476466917806488#m,5712,611
rihanna,"Oct 15, 2025 · 3:01 PM UTC",new onesies just landed and im getting one for everybody on my list! Annnnd they come in kid’s sizes for all da babies too!  @SavageXFenty 🎁   rewards members get 'em first. don’t sleep.,https://twitter.com/rihanna/status/1978476452460069242#m,280823,15713
rihanna,"Oct 5, 2025 · 5:01 PM UTC","category is….body care 🛀🏿   our @fentyskin body collection is finally out!!  the lineup: 💧Big Dripp’r Body Wash 🫧 Rich Dip Bubble Bath  💦 Allover Body Mist  the scents:  🍦Vanilla Flowers: a warm, sultry floral gourmand 💐Hey Bouquet: a bold + flirty floral  available now, only at @ultabeauty and FentyBeauty.com",https://twitter.com/rihanna/status/1974882525404107132#m,77795,5588
rihanna,"Sep 24, 2025 · 9:06 PM UTC",Rocki Irish Mayers  Sept 13 2025 🎀,https://twitter.com/rihanna/status/1970958090385358920#m,2103565,176793
rihanna,"Sep 17, 2025 · 1:40 PM UTC",,https://twitter.com/rihanna/status/1968309103224377590#m,11237,1047
rihanna,"Sep 17, 2025 · 1:40 PM UTC",,https://twitter.com/rihanna/status/1968309090599526686#m,13521,1248
rihanna,"Sep 17, 2025 · 1:40 PM UTC",,https://twitter.com/rihanna/status/1968309082139557964#m,7471,655
rihanna,"Sep 17, 2025 · 1:40 PM UTC",,https://twitter.com/rihanna/status/1968309071888765400#m,7282,558
rihanna,"Sep 17, 2025 · 1:40 PM UTC",,https://twitter.com/rihanna/status/1968309058542473280#m,9516,633
rihanna,"Sep 17, 2025 · 1:40 PM UTC",HOMMEGIRLS VOLUME 14,https://twitter.com/rihanna/status/1968309047863754999#m,468256,28735
rihanna,"Sep 17, 2025 · 1:05 PM UTC","Photographer: Gabriel Moses Stylist: Stella Greenspan using new FENTY x PUMA (dropping Oct 23rd!) Makeup: Sam Visser using Fenty Beauty & Fenty Skin Hair: Malcolm Marquez using Fenty Hair Nails: Kim Truong Set Design: Nicholas Des Jardins Movement Director: Emmanuelle Loca-Gisquet Casting: GK-LD Production: Connect the Dots Editor in Chief: Thakoon Panichgul Creative Director: Jen Brill Art Direction: Raine Trainor, Amelia Kring  Design Direction: Roslyn Fok, Rachel Quan Special Thanks: Puma, Jennifer Rosales Davis, Carolyn Girondo, and The Lede Company",https://twitter.com/rihanna/status/1968300276466512027#m,4753,268
rihanna,"Sep 17, 2025 · 1:05 PM UTC",HOMMEGIRLS VOLUME 14 feat. my next fashion killa 🐣,https://twitter.com/rihanna/status/1968300271454519397#m,415824,28156
rihanna,"Sep 6, 2025 · 1:55 AM UTC",,https://twitter.com/rihanna/status/1964145305253007481#m,9219,1062
rihanna,"Sep 6, 2025 · 1:55 AM UTC",sunsets with J’adore! @Dior 💛✨,https://twitter.com/rihanna/status/1964145294192627965#m,464349,35505
rihanna,"Aug 31, 2025 · 12:00 AM UTC",#R20,https://twitter.com/rihanna/status/1961942036493602935#m,617358,68205
rihanna,"Aug 29, 2025 · 10:09 PM UTC","20 years ago, i left my country, my culture, my food, and family to embark on a journey that started with the release of my very first body of music! So many of you were a part of my life and career since the very beginning, and some of you have joined the adventure along the way. I’m forever grateful to all of you. Each of you played a very crucial role in where this journey has taken me thus far!  I just wanted to take this moment to say thank you! Thank you for the greatest first 20 years ever! 20 years of the most loyal, die-hard fans that don’t play about me whatsoever, 20 years of hard work and hardworking teams around me, 20 years of lessons, 20 years of unforgettable experiences and accomplishments, 20 years of my family being my number one support system, and to all the people who said yes to me and gave me a chance before it was “cool” to (Execs, DJ’s, writers, producers, dancers, choreographers, directors, fashion designers, photographers, glam, journalists, brands, mentors, etc etc) 20 years worth of thanks to you!! I thank God, He’s been very generous to me and the Glory belongs to Him! #R20 🙏🏿⚓️",https://twitter.com/rihanna/status/1961551898957451389#m,858123,115585
rihanna,"Aug 22, 2025 · 4:10 PM UTC","the art of packing, if you hate packing!   @SavageXFenty",https://twitter.com/rihanna/status/1958924851705782416#m,59743,5813
rihanna,"Aug 7, 2025 · 9:40 PM UTC",🤯 Alton Mason you always pull up on your superstar shit!!!   new #FENTYxPUMA drop available now: Rihanna.lnk.to/fentyxpuma  🎥: Tyler Kohlhoff,https://twitter.com/rihanna/status/1953571990817931548#m,24667,3902
rihanna,"Aug 4, 2025 · 4:32 AM UTC","🇮🇳 INDIA, are you ready?   @fentybeauty + @fentyskin are coming to Sephora India and Tira Beauty … August 7th",https://twitter.com/rihanna/status/1952226044683092129#m,33614,5885
rihanna,"Jul 31, 2025 · 4:58 PM UTC",J’adore ✨J’adore✨,https://twitter.com/rihanna/status/1950964340535992518#m,106916,7742
rihanna,"Jul 18, 2025 · 4:29 PM UTC",it’s finally here!!! @SmurfsMovie is now playing in theaters 🩵💙,https://twitter.com/rihanna/status/1946246068565426447#m,117922,11797
rihanna,"May 30, 2025 · 3:04 PM UTC",it’s me playing “hide the baby bump” whole shoot! boutta be a cheeky summer ☀️🍑   new mosaic floral lace @SavageXFenty just dropped!,https://twitter.com/rihanna/status/1928467576083857718#m,509041,26614
rihanna,"May 16, 2025 · 4:11 AM UTC",Rihanna.lnk.to/friendofmine,https://twitter.com/rihanna/status/1923229823591240064#m,1954,278
rihanna,"May 16, 2025 · 4:11 AM UTC",“Friend Of Mine” from the #SmurfsMovie soundtrack iz out now!! 🩵  Check out the video on YouTube!,https://twitter.com/rihanna/status/1923229819682103511#m,173429,16078
rihanna,"May 14, 2025 · 1:16 PM UTC",rihanna.lnk.to/friendofmine,https://twitter.com/rihanna/status/1922642207808397399#m,1707,275
rihanna,"May 14, 2025 · 1:16 PM UTC",new #SmurfsMovie trailer 🩵 featuring “Friend Of Mine” from the Smurfs soundtrack out friday. pre-save now. 🪩🎵,https://twitter.com/rihanna/status/1922642204402573752#m,107267,12552
rihanna,"May 1, 2025 · 3:04 PM UTC",soft N savage,https://twitter.com/rihanna/status/1917958185597669828#m,626600,31495
rihanna,"Apr 15, 2025 · 3:00 PM UTC",all you gotta do is say yes 💍  @SavageXFenty Bridal Collection is out now,https://twitter.com/rihanna/status/1912159105667498222#m,361628,16726
rihanna,"Mar 17, 2025 · 9:13 PM UTC",sunrise to sunset in my favorite place with some new friends 🇧🇧 #FENTYxPUMA #CatCleat,https://twitter.com/rihanna/status/1901743799795433499#m,461873,31157
rihanna,"Mar 11, 2025 · 5:14 PM UTC",J’adore directors cut 🎬💛 #StevenKlein #JadoreDior,https://twitter.com/rihanna/status/1899509283634749787#m,33604,4933
rihanna,"Mar 7, 2025 · 12:13 AM UTC","🍒 cherry dub 🍒 ​ the #CherryDub collection welcomes a brand new BHA Toner to the family! This is now our 3rd toner installment, standing next to our OG Fat Water, and our Hydrating Milky Fat Water. Now we have something especially for our oily/combo skin crew!  Cherry Dub BHA Toner is clinically tested to: ✅ purify pores ✅ control surface oil  ✅ brighten skin  droppin March 7 on Fentyskin.com and @Sephora",https://twitter.com/rihanna/status/1897802655059075307#m,29056,2913
rihanna,"Feb 23, 2025 · 5:27 PM UTC",Rihanna.lnk.to/fentybeauty,https://twitter.com/rihanna/status/1893714198225408167#m,1281,163
rihanna,"Feb 23, 2025 · 5:21 PM UTC","It giving very “let me cover your stix in glitter” (mom jokes gettin more outta hand by the day)   #GlossBombShimmerStix 💄✨ our glossy lipstick, now comes loaded with multidimensional shimmer and lip loving ingredients to lock in moisture for up to 8 hours. available now @Sephora and @ultabeauty.",https://twitter.com/rihanna/status/1893712776922808485#m,43326,6302
rihanna,"Feb 22, 2025 · 1:04 PM UTC",,https://twitter.com/rihanna/status/1893285624511127992#m,8057,1225
rihanna,"Feb 22, 2025 · 1:03 PM UTC","Harper’s BAZAAR 🖤  Photography: Luis Alberto Rodriguez Styling: Carlos Nazario Creative Director: Laura Genninger Story: Lynette Nylander Hair: Yusef Makeup: Priscilla Ono Manicure: Kim Truong Entertainment Directors: Nojan Aminosharei and Andea Cuttler Visual Director: Natasha Lunn Production: Day International Set design: Philipp Haemmerle Special thanks to: Jen O’Hill, Fenty Corp & The Lede Company",https://twitter.com/rihanna/status/1893285609478971605#m,98686,10309
rihanna,"Feb 15, 2025 · 4:14 AM UTC",get u a valentine that still writes love letters 😉💌,https://twitter.com/rihanna/status/1890615758511575468#m,598207,43129
